,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0,6.469076487279674,4.250703166186755,-8.63694437249096,4.044785174933207,9.017253630323951,4.535872285951303,-4.670276431182651,-0.48172813512197704,-6.449961411645316,-2.65984972272649,85.0
1,6.488564037452472,9.379570366075598,10.327917359806507,-1.7650552285642833,-2.068841929625126,-9.537789616104702,3.9363798509073025,3.375421344771249,7.412737191017332,-9.722843714720371,64.0
2,8.373927526055915,-10.143422669333749,-3.527536128690525,-7.338834157803886,1.385557330689349,6.961417140790126,-4.504456446691746,-7.315360451513504,-2.3307087216720235,6.440871630635385,93.0
3,-3.4141011265583634,-2.0197898446084728,-2.7481082041247955,4.168691175676308,-5.7886516709333,-7.468684718146726,-1.7197996489713048,-5.302655107383768,4.534098547382509,-4.613694610666813,46.0
4,-1.3300234467657943,-3.725465383649102,9.559999175837332,-6.7513563995417005,-7.407864243704262,-2.131514848863474,1.7660133473788595,2.381506391366843,-1.886568037894423,8.667310896017717,61.0
5,-2.7197009894777833,-3.980672730894745,7.189265019478647,-6.973992963307019,-0.43887757376841685,-4.851994680279644,-7.203217078258345,7.411562127269569,9.684538008991124,9.780991170317193,29.0
6,-5.378459142835586,5.530044715521079,-0.4972219691300319,0.8931149951979478,-9.87370029165207,2.1862502148338496,2.5376518932945644,3.4691972727068836,8.205635871634831,4.44238664258062,3.0
7,-2.975552533200792,-0.33700583695706643,3.1471347721733265,-6.97783187752213,4.161913777336995,4.931275084753833,-4.028895508662841,-9.522153640260926,-2.7341205773272383,-2.477909313479165,4.0
8,4.3182663682713125,-4.010548665241827,5.35006105013358,2.8493501883280308,-3.858488461405819,-5.608728636376984,6.601160558498741,10.705361479003143,0.2646994537529037,1.2157330768633727,37.0
9,3.63272985525548,-2.1519056831257073,-4.985089863880487,-7.56989021082676,6.406295519982998,6.762211030108588,-7.038723886177272,-3.628678473542418,-6.3643285615708916,-7.359374747355279,90.0
10,-2.602449012839472,1.772743950722003,-4.04789961827196,8.480600413478996,-8.894712643504016,-6.43878610247892,-6.427165802191663,-0.9322148941736124,6.414211355063198,-1.118942208361442,81.0
11,-4.086051685782193,1.4202085757554526,9.784630984110084,-0.4433893454976895,-4.7188637333226815,6.416424176408876,-1.7092983351873476,-9.171256299288023,-5.597122243325051,-5.851468552695261,75.0
12,-6.369457279277068,2.2033069067802615,9.114554698547517,-0.007269441385788611,-3.9627764844874447,8.28111777639879,-3.4382044601679542,-10.166321410275899,-6.382793472669107,-2.6383922685377907,75.0
13,-2.67391860502548,2.3173815580010864,9.030424508044145,1.134349504418444,-5.92622668348576,6.256543382184788,-1.7859700728217125,-10.558965007520046,-6.121727532871821,-2.300652253571771,75.0
14,-6.244069676898753,-3.395439996174364,7.121355493657535,5.603055932632194,-7.843077890936368,-5.8069949132605725,-3.370603902084914,-8.851192949271915,-1.7468914577719792,-6.961843541536727,78.0
15,-2.0759526433081334,3.480734036910401,-3.9314658065670347,8.083132435024545,-6.139794239470957,-5.608853826553398,-5.041419093020065,-2.4215114887953053,4.742879126880843,0.5778228630618113,81.0
16,9.231584044118776,-4.785722292111219,4.005825995847138,-4.692918322778198,-11.855932287903814,5.876411474453063,-3.391062966506031,-3.9767724099130453,0.547892921514634,5.80555507368011,21.0
17,-9.450865101317854,-1.0490191868538608,-4.408007682614552,5.8888792294405725,-10.478683386280894,9.288722715464113,-3.9109621658622693,-2.9399412393429354,-8.851946994146193,-6.016893758118188,39.0
18,2.249176188913018,-4.14788787878504,5.862784879098197,8.716515286907676,-4.610526621280995,2.5038280497953433,3.625593749930615,0.4305083805253982,-4.967146575205766,8.456927464193885,10.0
19,-3.6470461947372956,5.78201039831811,-6.428100311143522,-3.476491687106485,-2.188842527131062,-3.2491209553685985,4.676194011534705,-3.5696344640580255,4.126771557653867,3.2765111355079592,66.0
20,-5.520968097562198,-6.1053874628415965,-9.27377985712499,-9.595373770126953,-6.7908124614221475,-9.099776333658486,-5.080421593187674,-7.92781972558299,-9.482842825463631,7.023768021304103,70.0
21,2.6466348273204803,-8.48049090619379,5.2791009747382445,0.7529327390101024,6.838504283352278,-3.002875743732011,8.702578693983936,-7.970328937201213,-4.361330661062886,3.7451911230966375,83.0
22,-6.945583987141115,6.306141832973749,-5.911221001811674,1.3966013015282273,-10.531013468973107,7.823595160247928,5.829815947644902,2.7001480703888783,-1.079229788258703,-8.989526243285832,15.0
23,0.4360586254681933,-6.083642935725944,-9.506528006995753,4.584605913083605,-11.106530118447118,-3.4657453009399894,0.11627605489187254,7.662416944167587,-8.637211314973547,-0.8128316752626681,52.0
24,9.724267373769804,5.405945660735233,-2.342163492434545,5.5827351452223954,-8.375567016025466,2.8584294935076007,-5.992445827631982,9.06620301643203,0.021964763891809957,-2.5598898250511706,2.0
25,-5.0575486812253425,3.9879969685431953,-9.204309847603486,2.702347741393533,4.496404479831866,4.964298292823278,-5.604106510707682,-3.0747086482262773,3.065376609734953,-4.222915170125499,33.0
26,7.63141928422822,0.37355945815504144,0.9129763834631055,8.313217704182422,-7.159414863845826,-9.222520614033602,-8.916064185428402,6.228608662409284,4.966464163458699,7.967301177456564,1.0
27,-3.7595669610494036,-5.510797181136685,-0.8232297697473755,-7.515650911681622,6.821241556682894,-8.185824787776479,0.037128595790258456,-4.063308516932345,1.8385296243147022,7.918102513438715,34.0
28,-2.828791561089221,2.0430231243552406,-0.24526214314403383,0.17453311078537714,1.0622292429313083,1.6476301790247379,8.139522496855554,2.735799810620186,-1.868857015784924,-1.7127356700102974,89.0
29,-2.127498185554548,6.204324306002368,10.809580280543662,-10.022474106446666,-5.901927415034114,-3.6639669833408157,7.3662787845798094,9.471888321351202,8.953322124050162,9.931624995398568,44.0
30,-10.67273449098204,-0.6725435847151023,-9.397103817625839,-6.054905719448229,-5.758967374330877,-5.632356629388096,-7.04540941706086,-9.320359645917904,-7.44332690163934,0.3619294575139156,41.0
31,5.662163394718719,-5.319260109202007,-7.2856087380358066,-8.439232457897388,4.03101600343972,-4.793832070509938,-2.515099500038535,0.4004987318724701,7.8864604382204835,3.4094386141032307,31.0
32,-2.919664948273314,10.13265569997905,-7.559483840751401,8.244733022467836,6.916664619782138,-1.3616659208122024,-5.439875498483033,-4.640880477118453,2.283098859674782,-9.781577687172831,40.0
33,-1.716282567601837,7.7758922336107315,6.604537340961453,3.154134056680367,6.479393661749492,-8.37905737441554,1.2139599125960028,1.5721816848636614,8.074477251559399,-6.4163034430483865,25.0
34,-1.0218647602301214,-5.849096513009915,-7.491451363980216,8.006362807357831,5.698439528867117,-2.746814085090838,-3.29408135359014,-5.37189967953153,-9.832447349143777,0.5552923824004621,19.0
35,0.6012354250527795,7.407779600517573,3.4848824098653663,6.49020191448119,10.951952391969439,3.6203539240186027,3.729834971517315,8.40502043330372,10.007652543396885,0.5814587294495819,47.0
36,9.27932584432539,-2.1278289224079883,6.607888039074462,2.7576503103759396,4.9180193767532,-8.622520230736981,-4.231314438593178,-9.239822460005506,-2.5430473757492087,-5.496870540041149,7.0
